"description","sequence","time"
"places the object into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"places the object onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"places the object onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"places the object onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P3 A0","6.84"
"positions the component into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the component onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the component onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the component onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the object into the box in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the object onto the table in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the object onto the WIP in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"positions the object onto the fixture in 8 or 10 steps","A0 B0 G0 A16 B0 P6 A0","7.919999999999999"
"tosses the component into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the component onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the component onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the component onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the object into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the object onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the object onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"tosses the object onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P0 A0","6.84"
"puts the component into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the component onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the component onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the component onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the object into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the object onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the object onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"puts the object onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P1 A0","7.199999999999999"
"places the component into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the component onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the component onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the component onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the object into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the object onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the object onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"places the object onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P3 A0","7.919999999999999"
"positions the component into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the component onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the component onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the component onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the object into the box in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the object onto the table in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the object onto the WIP in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"positions the object onto the fixture in 8 or 10 steps, 50% of the time","A0 B0 G0 A16 B3 P6 A0","9.0"
"tosses the component into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the component onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the component onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the component onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the object into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the object onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the object onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"tosses the object onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P0 A0","7.919999999999999"
"puts the component into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the component onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the component onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the component onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the object into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the object onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the object onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"puts the object onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P1 A0","8.28"
"places the component into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the component onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the component onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the component onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the object into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the object onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the object onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"places the object onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P3 A0","9.0"
"positions the component into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the component onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the component onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the component onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the object into the box in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the object onto the table in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the object onto the WIP in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"positions the object onto the fixture in 8 or 10 steps, 100% of the time","A0 B0 G0 A16 B6 P6 A0","10.08"
"tosses the component into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the component onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the component onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the component onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the object into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the object onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the object onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"tosses the object onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P0 A0","9.36"
"puts the component into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the component onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the component onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the component onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the object into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the object onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the object onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"puts the object onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P1 A0","9.719999999999999"
"places the component into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the component onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the component onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the component onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the object into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the object onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the object onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"places the object onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P3 A0","10.44"
"positions the component into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the component onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the component onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the component onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the object into the box in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the object onto the table in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the object onto the WIP in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
"positions the object onto the fixture in 8 or 10 steps, 100% of the times with adjustment","A0 B0 G0 A16 B10 P6 A0","11.52"
